employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-51970837,Aaina,Grover,Male,West Bengal,Howrah,2019-12-13,Operations,Logistics Coordinator,Bachelor,61226,Satisfactory,Yes,1978-08-09,
00-16159129,Vaibhav,Kapur,Male,West Bengal,Durgapur,2015-12-04,IT,Software Developer,Bachelor,90959,Good,Yes,2001-06-26,
00-96865529,Uthkarsh,Guha,Male,West Bengal,Howrah,2017-02-01,IT,Software Developer,Bachelor,112480,Needs Improvement,No,1962-05-12,
00-93457527,Pihu,Sahota,Female,West Bengal,Howrah,2017-12-06,Operations,Inventory Specialist,High School,63494,Good,Yes,1984-05-04,
00-60012498,Hrishita,Bhavsar,Female,West Bengal,Durgapur,2023-09-11,Finance,Accounts Payable Specialist,Bachelor,57829,Good,No,1965-02-04,
00-63791447,Stuvan,Bhargava,Male,Tamil Nadu,Tiruchirappalli,2019-03-11,Finance,Accountant,Bachelor,63816,Good,Yes,1999-09-03,
00-61769856,Heer,Hegde,Male,Madhya Pradesh,Bhopal,2022-07-25,Operations,Inventory Specialist,Bachelor,66462,Good,Yes,1992-03-18,
00-66604960,Gokul,Seth,Male,West Bengal,Durgapur,2021-03-28,IT,Software Developer,Master,98270,Good,No,1972-05-13,
00-27785402,Aarav,Shukla,Male,West Bengal,Howrah,2022-01-09,Operations,Logistics Coordinator,Bachelor,64597,Excellent,No,1969-11-09,
00-31393688,Rohan,Kata,Female,Uttar Pradesh,Lucknow,2016-09-18,Marketing,Marketing Coordinator,Bachelor,72754,Good,No,2000-11-02,
00-86362294,Saira,Magar,Male,West Bengal,Howrah,2022-06-14,Customer Service,Customer Service Representative,High School,62994,Excellent,No,2001-03-27,
00-60969286,Hazel,Gupta,Male,Delhi,Delhi,2023-11-16,Sales,Sales Representative,Bachelor,65279,Excellent,Yes,1974-11-14,
00-27536261,Manikya,Dasgupta,Female,Madhya Pradesh,Indore,2019-06-28,IT,Software Developer,Bachelor,92062,Satisfactory,No,1990-05-12,
00-65201639,Shray,Brahmbhatt,Female,West Bengal,Kolkata,2019-04-18,Sales,Sales Specialist,Bachelor,69914,Good,No,1972-04-22,
00-97909064,Kanav,Vora,Female,Rajasthan,Udaipur,2018-10-09,IT,IT Support Specialist,Bachelor,58538,Satisfactory,No,1986-07-15,
00-80439867,Tarini,Bhalla,Female,West Bengal,Howrah,2022-01-13,Customer Service,Customer Service Representative,Bachelor,63279,Satisfactory,Yes,1997-04-30,
00-85834657,Zoya,Sahota,Female,Karnataka,Mangalore,2017-06-12,Sales,Sales Representative,Bachelor,57773,Good,Yes,1962-04-04,
00-55405943,Mannat,Sinha,Female,West Bengal,Durgapur,2020-12-29,Operations,Operations Manager,Bachelor,79477,Satisfactory,No,1979-04-01,
00-92978636,Advik,Dara,Female,West Bengal,Howrah,2016-03-21,IT,IT Support Specialist,Bachelor,55266,Good,Yes,1961-03-01,
00-43363439,Darshit,Bedi,Male,Madhya Pradesh,Bhopal,2019-08-19,Customer Service,Help Desk Technician,Bachelor,70243,Good,No,1961-06-21,
00-96087848,Arhaan,Kapoor,Male,West Bengal,Kolkata,2018-08-21,Sales,Sales Consultant,Master,72790,Good,Yes,1986-04-28,
00-17323740,Pari,Sarraf,Male,Delhi,Delhi,2015-12-05,IT,System Administrator,Master,89597,Excellent,No,1974-06-16,
00-72986894,Badal,Das,Male,West Bengal,Durgapur,2023-10-15,Sales,Sales Representative,Bachelor,71994,Good,No,1994-09-11,
00-75987872,Azad,Iyer,Female,West Bengal,Durgapur,2018-06-20,Customer Service,Customer Service Representative,High School,55177,Satisfactory,No,1992-03-23,
00-16757958,Mehul,Madan,Female,West Bengal,Durgapur,2020-03-25,IT,Software Developer,Master,104764,Satisfactory,Yes,1985-03-06,
00-60819877,Tanya,Venkatesh,Male,West Bengal,Kolkata,2019-10-29,Operations,Operations Analyst,Master,82079,Good,No,1989-01-26,
00-71618633,Bhavin,Boase,Male,West Bengal,Kolkata,2019-07-15,Sales,Sales Specialist,Bachelor,89954,Satisfactory,No,1983-02-06,
00-21813825,Riaan,Dada,Female,West Bengal,Durgapur,2023-11-13,Customer Service,Support Specialist,High School,54600,Satisfactory,Yes,1979-11-01,
00-25932563,Sana,Mani,Male,West Bengal,Durgapur,2024-05-03,Customer Service,Support Specialist,High School,60039,Satisfactory,No,1997-08-08,
00-12384932,Kashvi,Ram,Male,Madhya Pradesh,Bhopal,2016-10-27,Sales,Sales Representative,Bachelor,57843,Satisfactory,Yes,2000-04-17,
00-84776858,Pari,Tank,Female,West Bengal,Howrah,2020-05-04,Customer Service,Support Specialist,Bachelor,56476,Needs Improvement,No,1992-03-15,
00-91094790,Miraan,Dora,Male,West Bengal,Kolkata,2024-12-06,Marketing,Marketing Coordinator,Bachelor,72806,Good,No,1989-02-01,
00-78227936,Hridaan,Sahota,Male,West Bengal,Howrah,2020-07-21,Sales,Sales Specialist,Bachelor,61825,Good,Yes,1990-12-29,
00-71231190,Madhup,Jhaveri,Male,West Bengal,Howrah,2024-04-26,Sales,Sales Consultant,Bachelor,82706,Good,No,1982-05-05,
00-17284695,Raghav,Balasubramanian,Male,West Bengal,Durgapur,2023-08-05,IT,Software Developer,Master,93399,Satisfactory,No,1970-06-26,
00-85182173,Kiara,Wable,Male,West Bengal,Howrah,2022-10-13,IT,Software Developer,Bachelor,107709,Satisfactory,No,1989-04-17,
00-98203489,Jayant,Rattan,Male,West Bengal,Durgapur,2018-09-21,Marketing,SEO Specialist,Bachelor,66389,Good,No,1989-07-27,
00-23077775,Aaryahi,Mall,Female,Madhya Pradesh,Indore,2022-07-12,Finance,Financial Analyst,Bachelor,95265,Good,No,1980-09-16,
00-55816176,Badal,Gera,Male,West Bengal,Durgapur,2018-09-07,Sales,Sales Representative,Bachelor,74686,Satisfactory,No,1985-12-13,
00-49189370,Oorja,Halder,Female,Tamil Nadu,Vellore,2020-11-01,Customer Service,Support Specialist,High School,53081,Good,No,1993-08-05,
00-24270328,Eshani,Dutta,Male,West Bengal,Durgapur,2015-09-28,Operations,Operations Analyst,Bachelor,63310,Good,Yes,1991-08-14,
00-28850770,Zeeshan,Jayaraman,Male,West Bengal,Kolkata,2023-02-27,HR,Recruiter,Bachelor,76492,Satisfactory,Yes,1982-10-04,
00-64923338,Rohan,Guha,Male,Uttar Pradesh,Lucknow,2016-03-12,Sales,Sales Representative,Bachelor,71740,Satisfactory,Yes,1970-09-02,
00-35171649,Tanya,Luthra,Male,West Bengal,Howrah,2016-07-02,Operations,Logistics Coordinator,Bachelor,62526,Needs Improvement,No,1972-12-01,
00-71343676,Nakul,Vala,Male,West Bengal,Kolkata,2023-03-29,Operations,Inventory Specialist,Bachelor,67335,Satisfactory,No,1997-06-18,
00-55356673,Rohan,Varughese,Female,West Bengal,Howrah,2016-10-01,Finance,Accounts Payable Specialist,Bachelor,60336,Satisfactory,Yes,1994-11-06,
00-94992096,Hridaan,Swaminathan,Female,Rajasthan,Udaipur,2023-06-29,Operations,Inventory Specialist,High School,67889,Satisfactory,No,1974-01-19,
00-70465703,Bhavin,Mand,Male,Karnataka,Mangalore,2019-06-10,Marketing,Marketing Coordinator,Bachelor,79133,Excellent,No,2001-10-24,
00-28070539,Zeeshan,Mallick,Male,Madhya Pradesh,Bhopal,2024-07-24,Operations,Logistics Coordinator,Bachelor,69383,Satisfactory,No,1998-01-15,
00-16519170,Himmat,Hari,Female,West Bengal,Howrah,2020-04-04,Marketing,Content Creator,Bachelor,62353,Good,No,1999-11-09,
00-88533572,Onkar,Chaudry,Female,Karnataka,Mysore,2019-05-09,IT,IT Support Specialist,High School,56963,Good,Yes,1975-11-17,
00-33783708,Neelofar,Baral,Male,Rajasthan,Jaipur,2022-12-25,IT,System Administrator,Master,88991,Good,No,1976-10-17,
00-27231111,Alisha,Vaidya,Female,West Bengal,Durgapur,2016-05-24,Operations,Logistics Coordinator,Bachelor,62390,Satisfactory,No,1960-04-11,
00-91357521,Divij,Loyal,Male,West Bengal,Durgapur,2023-10-09,Operations,Inventory Specialist,Bachelor,69989,Good,No,1982-06-13,
00-66192230,Kanav,Bal,Male,West Bengal,Howrah,2024-04-14,IT,Software Developer,Bachelor,92189,Excellent,No,1987-08-09,
00-43318046,Uthkarsh,Samra,Male,West Bengal,Durgapur,2017-08-23,Operations,Logistics Coordinator,Bachelor,64305,Good,No,1970-09-10,
00-70779921,Lavanya,Bahri,Male,West Bengal,Howrah,2023-12-06,Marketing,SEO Specialist,Bachelor,93049,Good,No,2002-05-14,
00-90869462,Devansh,Chandra,Female,West Bengal,Howrah,2022-11-09,IT,System Administrator,Bachelor,82405,Good,No,1985-06-30,
00-50119441,Tara,Raj,Male,West Bengal,Durgapur,2023-10-09,Operations,Inventory Specialist,Bachelor,59789,Satisfactory,Yes,1973-09-28,
00-52132393,Oorja,Mammen,Female,West Bengal,Kolkata,2022-03-26,Operations,Inventory Specialist,High School,64890,Satisfactory,Yes,1982-07-19,
00-39171224,Anvi,Chawla,Male,Uttar Pradesh,Lucknow,2017-12-04,Sales,Sales Representative,Bachelor,71838,Good,No,1983-05-30,
00-49000919,Shamik,Doshi,Female,West Bengal,Howrah,2022-12-20,Operations,Logistics Coordinator,Bachelor,55099,Good,No,1988-04-03,
00-97253117,Abram,Cherian,Female,Tamil Nadu,Chennai,2024-12-29,Customer Service,Support Specialist,Bachelor,60083,Good,No,1996-04-17,
00-82811973,Kanav,Shanker,Female,Rajasthan,Jaipur,2022-02-15,Sales,Sales Specialist,Master,60559,Good,No,1989-08-19,
00-25489430,Siya,Shroff,Female,West Bengal,Durgapur,2022-07-05,Operations,Logistics Coordinator,Bachelor,58863,Good,No,1997-06-29,
00-88222933,Nirvaan,Sarin,Female,West Bengal,Howrah,2020-08-22,Operations,Inventory Specialist,High School,61985,Excellent,No,1969-08-13,
00-66032939,Renee,Chaudry,Male,Tamil Nadu,Tiruchirappalli,2022-06-04,Operations,Logistics Coordinator,Bachelor,59365,Good,Yes,2003-12-24,
00-66691738,Nakul,Majumdar,Female,West Bengal,Kolkata,2023-05-05,Operations,Logistics Coordinator,Bachelor,53595,Needs Improvement,Yes,1987-06-16,
00-13391969,Urvi,Dhaliwal,Male,West Bengal,Howrah,2018-05-28,Customer Service,Support Specialist,High School,58968,Excellent,No,1980-07-10,
00-17597364,Anahita,Loke,Male,West Bengal,Kolkata,2017-09-09,Sales,Sales Consultant,Bachelor,72448,Good,No,1986-12-01,
00-43629729,Taimur,Dube,Female,West Bengal,Howrah,2017-04-12,Sales,Sales Specialist,PhD,87329,Satisfactory,No,1969-08-06,
00-49613096,Taran,Kunda,Male,Madhya Pradesh,Bhopal,2017-12-09,Finance,Accountant,Bachelor,78092,Good,Yes,1981-11-07,
00-58141541,Charvi,Kaul,Male,Uttar Pradesh,Lucknow,2023-02-08,Sales,Sales Representative,Bachelor,68516,Good,No,1960-02-13,
00-85414925,Zaina,Sen,Female,Tamil Nadu,Vellore,2023-07-02,Sales,Sales Representative,Bachelor,64067,Satisfactory,Yes,1977-08-21,
00-85332458,Tara,Tripathi,Female,West Bengal,Kolkata,2018-05-05,Operations,Logistics Coordinator,Bachelor,65335,Satisfactory,No,1965-12-23,
00-48606206,Lagan,Goyal,Female,West Bengal,Kolkata,2022-05-02,Customer Service,Support Specialist,Bachelor,60919,Good,No,2000-09-17,
00-62016704,Zain,Bajaj,Male,West Bengal,Kolkata,2019-08-07,Marketing,SEO Specialist,High School,76287,Good,No,1976-01-22,
00-84104909,Madhup,Shanker,Male,West Bengal,Howrah,2016-02-26,IT,IT Support Specialist,Bachelor,65929,Good,Yes,1997-12-29,
00-37257905,Advik,De,Male,Madhya Pradesh,Bhopal,2021-08-03,Operations,Inventory Specialist,Bachelor,68252,Satisfactory,Yes,1979-10-05,
00-40272606,Keya,Mann,Male,West Bengal,Kolkata,2024-10-06,Operations,Inventory Specialist,Bachelor,68760,Needs Improvement,Yes,1983-07-13,
00-96923747,Zeeshan,Divan,Male,Tamil Nadu,Chennai,2018-03-01,Customer Service,Customer Service Representative,Bachelor,68502,Good,No,1977-08-23,
00-90985229,Kiaan,Gala,Male,Madhya Pradesh,Gwalior,2017-03-31,Operations,Operations Analyst,Bachelor,79477,Satisfactory,No,1998-02-07,
00-49483865,Vaibhav,Mane,Male,West Bengal,Durgapur,2019-11-20,Operations,Logistics Coordinator,Bachelor,71326,Good,Yes,1979-02-15,
00-35095571,Nirvaan,Krish,Female,West Bengal,Durgapur,2024-08-01,Operations,Logistics Coordinator,Bachelor,59375,Good,Yes,1983-07-13,
00-26019397,Neysa,Sani,Male,West Bengal,Durgapur,2018-05-12,Customer Service,Help Desk Technician,High School,70514,Good,Yes,2002-12-09,
00-84705402,Onkar,Singh,Male,Tamil Nadu,Tiruchirappalli,2017-11-16,Operations,Inventory Specialist,High School,61676,Good,No,1985-03-26,
00-44227688,Ayesha,Sengupta,Female,Madhya Pradesh,Indore,2015-09-07,Sales,Sales Specialist,Master,90255,Good,Yes,1983-03-27,
00-30777669,Seher,Korpal,Male,West Bengal,Howrah,2015-06-28,Operations,Logistics Coordinator,Bachelor,60864,Good,No,1979-07-23,
00-16825701,Jayan,Sha,Female,Rajasthan,Udaipur,2023-11-05,Customer Service,Support Specialist,High School,57680,Satisfactory,No,1992-12-04,
00-98837400,Sumer,Chad,Male,West Bengal,Howrah,2018-02-24,Customer Service,Support Specialist,High School,57580,Needs Improvement,Yes,1983-12-02,
00-58061434,Saira,Mahajan,Male,Maharashtra,Mumbai,2016-07-08,Sales,Sales Specialist,PhD,58402,Needs Improvement,No,1966-05-20,
00-80517332,Kabir,Walia,Female,West Bengal,Durgapur,2017-07-30,Marketing,SEO Specialist,Bachelor,80490,Needs Improvement,Yes,1964-02-04,
00-19150490,Nayantara,Balan,Female,Karnataka,Bengaluru,2023-07-23,Finance,Financial Analyst,PhD,94312,Needs Improvement,Yes,1969-06-28,
00-82890984,Arhaan,Tripathi,Female,West Bengal,Howrah,2020-11-24,Sales,Sales Representative,Bachelor,71538,Good,No,1998-11-27,
00-39688703,Dhanuk,Taneja,Female,Rajasthan,Jaipur,2023-09-17,Operations,Inventory Specialist,High School,61305,Needs Improvement,No,1987-09-16,
00-54434998,Badal,Singhal,Female,Tamil Nadu,Tiruchirappalli,2018-01-03,Operations,Inventory Specialist,Bachelor,56558,Satisfactory,No,1987-08-09,
00-92984217,Zain,Biswas,Female,West Bengal,Durgapur,2020-11-23,Marketing,Content Creator,Bachelor,57410,Satisfactory,No,1989-08-08,
00-97147586,Mohanlal,D’Alia,Female,West Bengal,Howrah,2015-01-27,Marketing,Content Creator,Bachelor,54915,Satisfactory,Yes,1980-05-18,
00-69816445,Rhea,Borra,Female,West Bengal,Durgapur,2017-01-04,Customer Service,Customer Service Representative,Bachelor,63259,Good,No,1979-10-07,
00-93366885,Madhav,Krishnan,Female,West Bengal,Kolkata,2017-06-27,Sales,Sales Representative,Bachelor,71986,Satisfactory,No,1984-01-12,
00-53075436,Umang,Balan,Female,Rajasthan,Jaipur,2018-08-28,Marketing,Content Creator,Bachelor,57375,Good,No,1982-02-27,
00-44439001,Navya,Sama,Male,West Bengal,Durgapur,2020-12-28,Finance,Accountant,Bachelor,69770,Good,Yes,1993-06-04,
00-79372824,Mannat,Khurana,Female,West Bengal,Kolkata,2023-09-14,IT,Software Developer,Bachelor,90646,Satisfactory,No,1991-07-31,
00-78281335,Aradhya,Anand,Male,Madhya Pradesh,Gwalior,2019-01-03,Operations,Logistics Coordinator,Bachelor,64556,Good,No,1998-10-30,
00-97446634,Hazel,Majumdar,Female,West Bengal,Howrah,2017-06-09,Sales,Sales Specialist,Master,81939,Good,No,1982-10-22,
00-22879054,Abram,Anand,Female,West Bengal,Howrah,2017-07-25,Sales,Sales Representative,Bachelor,65414,Good,No,1971-09-29,
00-10983894,Saira,Devan,Male,West Bengal,Kolkata,2021-07-28,Sales,Sales Representative,Bachelor,65126,Satisfactory,Yes,1980-05-20,
00-94492003,Reyansh,Anand,Female,West Bengal,Howrah,2023-07-15,Operations,Logistics Coordinator,Bachelor,62152,Good,No,1977-08-20,
00-23948820,Rasha,Sandal,Male,Uttar Pradesh,Lucknow,2017-06-17,Marketing,Content Creator,High School,67959,Good,Yes,1964-05-06,
00-68416623,Zara,Chakraborty,Female,West Bengal,Howrah,2021-02-11,Finance,Financial Analyst,Bachelor,63621,Excellent,Yes,1996-05-26,
00-30636590,Divit,Lala,Male,West Bengal,Howrah,2015-02-27,Operations,Logistics Coordinator,Bachelor,61636,Good,No,1980-03-11,
00-15085015,Nakul,Char,Female,Madhya Pradesh,Bhopal,2016-08-28,Marketing,SEO Specialist,High School,76910,Excellent,Yes,1970-02-20,
00-43810519,Eshani,Date,Female,West Bengal,Kolkata,2020-11-12,Customer Service,Support Specialist,High School,57178,Satisfactory,Yes,1977-02-24,
00-40554079,Sumer,Deol,Male,West Bengal,Howrah,2024-11-04,Operations,Inventory Specialist,High School,60046,Satisfactory,No,1969-06-22,
00-70549061,Vivaan,Baral,Male,West Bengal,Durgapur,2021-05-25,IT,Software Developer,Bachelor,83098,Good,No,2003-09-14,
00-12267067,Yuvaan,Karpe,Male,West Bengal,Durgapur,2018-08-08,Sales,Sales Manager,Master,110092,Good,No,1966-03-19,
00-10791740,Nirvaan,Sarin,Female,Maharashtra,Pune,2021-03-29,Sales,Sales Consultant,Master,103016,Good,No,1990-03-22,
00-88598977,Rohan,Sani,Female,West Bengal,Durgapur,2015-11-18,IT,System Administrator,Bachelor,72956,Good,Yes,1990-05-22,
00-77489633,Dhanush,Sachdeva,Female,Uttar Pradesh,Noida,2016-11-29,Operations,Inventory Specialist,Bachelor,56861,Good,No,1990-10-08,
00-91411889,Nehmat,Sibal,Male,West Bengal,Kolkata,2016-01-13,IT,System Administrator,Bachelor,104440,Satisfactory,No,1981-07-02,
00-63031203,Divij,Jain,Male,West Bengal,Howrah,2023-05-28,IT,Software Developer,Bachelor,83715,Good,Yes,1987-09-24,
00-30981381,Uthkarsh,Majumdar,Male,Karnataka,Mangalore,2020-07-03,Sales,Sales Representative,Bachelor,66744,Good,No,1965-07-12,
00-62478133,Bhavin,Ray,Female,West Bengal,Howrah,2023-01-04,Operations,Inventory Specialist,High School,63038,Good,No,1972-08-07,
00-95100169,Rati,Chada,Female,West Bengal,Kolkata,2017-02-02,Finance,Financial Analyst,Master,73414,Satisfactory,No,1987-06-26,
00-96965116,Charvi,Uppal,Female,West Bengal,Kolkata,2018-06-18,Operations,Logistics Coordinator,Bachelor,59854,Good,No,1994-02-14,
00-84500200,Neelofar,Srinivasan,Female,West Bengal,Howrah,2017-05-09,Operations,Inventory Specialist,Bachelor,68268,Good,Yes,1962-11-08,
00-86868988,Jivika,Varughese,Male,West Bengal,Howrah,2020-02-07,Customer Service,Customer Service Representative,Bachelor,65943,Excellent,Yes,1986-06-07,
00-21425533,Eva,Bail,Male,West Bengal,Durgapur,2018-03-31,Sales,Sales Specialist,Bachelor,69656,Good,No,2002-06-06,
00-56150987,Lakshit,Yohannan,Female,West Bengal,Durgapur,2017-12-04,Operations,Logistics Coordinator,Bachelor,60897,Satisfactory,Yes,1969-11-24,
00-78793658,Rania,Wali,Female,Madhya Pradesh,Indore,2017-08-09,Operations,Inventory Specialist,Bachelor,62433,Excellent,No,1998-12-29,
00-92796892,Anika,Deshmukh,Female,West Bengal,Kolkata,2023-01-19,Sales,Sales Representative,Bachelor,63305,Satisfactory,No,1996-01-25,
00-34341456,Dhanuk,Sani,Female,West Bengal,Kolkata,2022-12-26,Operations,Inventory Specialist,High School,57830,Good,No,2004-06-09,
00-17299874,Ranbir,Yogi,Male,West Bengal,Kolkata,2023-07-30,Finance,Accountant,Bachelor,86012,Satisfactory,Yes,1976-04-13,
00-96526748,Jivika,Saha,Male,Madhya Pradesh,Bhopal,2020-01-13,Sales,Sales Consultant,Master,82897,Satisfactory,No,1996-02-23,
00-19041276,Jayesh,Varghese,Male,West Bengal,Durgapur,2017-05-03,Operations,Logistics Coordinator,Bachelor,70136,Excellent,No,1963-12-12,
00-87926229,Advik,Chawla,Female,West Bengal,Kolkata,2019-08-16,Sales,Sales Specialist,Master,91925,Satisfactory,No,1963-11-10,
00-27208745,Hridaan,Shetty,Male,West Bengal,Howrah,2022-11-15,Operations,Logistics Coordinator,Bachelor,66754,Good,No,1995-12-01,
00-48270459,Riya,Tara,Male,West Bengal,Kolkata,2021-06-04,Marketing,Content Creator,Bachelor,63396,Good,No,1985-06-01,
00-75211190,Dhanuk,Doctor,Female,West Bengal,Durgapur,2019-03-05,IT,Software Developer,Master,98106,Excellent,Yes,1964-04-20,
00-51027069,Jivika,Dara,Female,West Bengal,Howrah,2022-08-09,Customer Service,Support Specialist,Bachelor,53263,Satisfactory,Yes,2001-10-17,
00-86082915,Vidur,Sandhu,Female,West Bengal,Howrah,2018-12-15,Customer Service,Customer Service Manager,PhD,74950,Needs Improvement,No,1995-02-16,
00-32634412,Hrishita,Gandhi,Female,Rajasthan,Jaipur,2015-05-30,Operations,Logistics Coordinator,Bachelor,57999,Good,Yes,1992-07-15,
00-39732676,Tanya,Shankar,Female,Madhya Pradesh,Bhopal,2022-02-24,Finance,Accounts Payable Specialist,Bachelor,61583,Good,No,2000-11-11,
00-47135338,Vritika,Sankaran,Male,West Bengal,Durgapur,2023-10-09,Operations,Inventory Specialist,Bachelor,63599,Satisfactory,Yes,1971-12-08,
00-54501625,Dhanush,Krishna,Female,West Bengal,Howrah,2023-10-17,Sales,Sales Consultant,Bachelor,90685,Good,No,1994-02-04,
00-58149482,Shray,Bala,Male,West Bengal,Durgapur,2023-02-07,Operations,Logistics Coordinator,Bachelor,67206,Excellent,No,1964-03-08,
00-24607269,Adira,D’Alia,Female,West Bengal,Kolkata,2017-11-22,Sales,Sales Representative,Bachelor,58011,Good,No,1992-04-17,
00-47663633,Dhanuk,Garde,Male,West Bengal,Howrah,2023-08-24,Sales,Sales Representative,Bachelor,71876,Good,Yes,2002-11-02,
00-36364647,Tiya,Rana,Male,West Bengal,Howrah,2017-08-20,IT,IT Support Specialist,High School,62851,Satisfactory,No,1993-11-11,
00-20120010,Vivaan,Soman,Female,Rajasthan,Jaipur,2023-05-07,Customer Service,Customer Service Representative,High School,53818,Satisfactory,No,1976-10-08,
00-14186818,Aniruddh,Ravel,Male,West Bengal,Kolkata,2023-04-17,Operations,Inventory Specialist,Bachelor,66057,Good,Yes,1973-12-02,
00-89193333,Vardaniya,Kar,Male,Madhya Pradesh,Gwalior,2017-07-10,Sales,Sales Representative,Bachelor,67714,Good,Yes,1986-05-13,
00-44979330,Manikya,Gokhale,Male,West Bengal,Kolkata,2020-08-02,Operations,Inventory Specialist,Bachelor,60499,Good,Yes,2000-08-25,
00-97766064,Uthkarsh,Kalita,Female,West Bengal,Durgapur,2023-03-14,Operations,Inventory Specialist,Bachelor,55958,Satisfactory,No,1997-09-23,
00-39971710,Pihu,Master,Female,West Bengal,Kolkata,2023-09-14,IT,IT Support Specialist,Bachelor,61384,Satisfactory,Yes,1997-09-25,
00-49057246,Vaibhav,Basak,Male,West Bengal,Durgapur,2017-10-27,Finance,Accountant,Bachelor,65119,Good,No,1982-12-23,
00-22153955,Miraya,Divan,Male,West Bengal,Durgapur,2019-11-06,Marketing,Content Creator,Bachelor,61916,Good,No,1999-05-12,
00-98943201,Nishith,Saxena,Female,Maharashtra,Mumbai,2017-01-29,Operations,Inventory Specialist,Bachelor,59949,Good,No,1971-07-31,
00-32259144,Dharmajan,Desai,Male,West Bengal,Durgapur,2022-03-01,Finance,Accountant,Bachelor,78784,Good,No,1984-08-12,
00-31370471,Vaibhav,Sawhney,Male,Uttar Pradesh,Noida,2017-11-01,Marketing,Marketing Manager,Bachelor,95028,Excellent,Yes,1985-05-10,
00-29622504,Myra,Bose,Male,Delhi,New Delhi,2022-10-15,Customer Service,Support Specialist,Bachelor,67993,Good,No,1975-04-30,
00-15425057,Vidur,Dutt,Female,Tamil Nadu,Tiruchirappalli,2017-05-21,Customer Service,Help Desk Technician,High School,74961,Good,Yes,1978-09-25,
00-18437082,Emir,Bath,Male,Madhya Pradesh,Bhopal,2017-01-03,Sales,Sales Consultant,Master,94210,Good,No,1971-12-16,
00-99736040,Ryan,Kapadia,Male,West Bengal,Kolkata,2017-05-20,Finance,Accounts Payable Specialist,Bachelor,72952,Good,No,1975-12-05,
00-73038607,Tara,Deshmukh,Female,West Bengal,Kolkata,2024-02-09,Customer Service,Support Specialist,High School,58766,Good,Yes,1981-06-21,
00-97043518,Hansh,Bassi,Male,West Bengal,Howrah,2018-03-14,Customer Service,Help Desk Technician,Bachelor,70465,Good,No,1960-08-01,
00-95035920,Adah,Kapur,Male,West Bengal,Durgapur,2023-08-05,IT,Software Developer,Master,79450,Needs Improvement,No,1995-07-07,
00-87662596,Ivana,Kunda,Female,Delhi,New Delhi,2020-06-07,Customer Service,Help Desk Technician,High School,67163,Good,No,1988-01-21,
00-97734815,Ehsaan,Arya,Male,West Bengal,Kolkata,2018-02-04,Operations,Inventory Specialist,Bachelor,61284,Good,No,1992-07-13,
00-20447168,Sumer,Malhotra,Female,West Bengal,Kolkata,2020-02-06,Sales,Sales Representative,Bachelor,72757,Satisfactory,No,1980-04-13,
00-79306247,Kimaya,Ram,Male,West Bengal,Kolkata,2019-11-01,Operations,Logistics Coordinator,Bachelor,70902,Good,Yes,1979-08-05,
00-74707720,Shaan,Venkatesh,Male,West Bengal,Durgapur,2023-05-30,Sales,Sales Specialist,PhD,85563,Good,No,1989-04-25,
00-28652010,Abram,Dhingra,Male,West Bengal,Durgapur,2019-06-10,Customer Service,Support Specialist,High School,61170,Good,Yes,1985-04-20,
00-79060560,Vidur,Sood,Female,West Bengal,Howrah,2021-02-02,Sales,Sales Representative,Bachelor,56945,Satisfactory,No,1980-01-05,
00-35086055,Samaira,Yohannan,Male,West Bengal,Durgapur,2017-08-06,Customer Service,Support Specialist,Bachelor,62286,Good,No,1981-08-06,
00-25882013,Nirvaan,Mangal,Female,Madhya Pradesh,Indore,2022-07-22,Finance,Financial Analyst,Master,90065,Good,No,1985-07-05,
00-54322017,Jayan,Sani,Female,West Bengal,Durgapur,2022-05-28,Operations,Logistics Coordinator,Bachelor,58316,Good,No,1997-09-08,
00-74265413,Jayan,Boase,Male,West Bengal,Durgapur,2019-04-15,Operations,Operations Analyst,Bachelor,76676,Excellent,Yes,1990-06-30,
00-96873663,Romil,Desai,Female,West Bengal,Durgapur,2023-07-11,Sales,Sales Representative,Bachelor,68188,Good,Yes,2004-04-28,
00-15790734,Hunar,Balay,Female,West Bengal,Howrah,2016-03-05,Operations,Logistics Coordinator,Bachelor,60530,Excellent,No,1981-06-08,
00-28082355,Adira,Devi,Male,West Bengal,Kolkata,2021-06-13,IT,IT Support Specialist,High School,59243,Satisfactory,Yes,1996-04-01,
00-29711900,Rohan,Khurana,Female,Madhya Pradesh,Gwalior,2016-10-30,Operations,Inventory Specialist,Bachelor,56674,Good,No,1971-04-23,
00-79342339,Dhanuk,Gole,Male,West Bengal,Durgapur,2024-04-07,Sales,Sales Representative,Bachelor,75912,Satisfactory,No,1981-11-27,
00-95580271,Nishith,Sen,Female,Madhya Pradesh,Indore,2015-08-31,Marketing,Content Creator,High School,53828,Satisfactory,No,1987-01-21,
00-98817918,Bhamini,Rajan,Female,West Bengal,Durgapur,2023-08-28,IT,Software Developer,Bachelor,80388,Good,No,1962-09-17,
00-70291054,Kiaan,Karnik,Female,West Bengal,Kolkata,2021-02-11,Customer Service,Support Specialist,Bachelor,56956,Excellent,Yes,1975-07-28,
00-74648438,Himmat,Doshi,Male,West Bengal,Kolkata,2017-01-03,IT,System Administrator,Master,70355,Good,Yes,1990-12-11,
